sample_id,project_id,assembly_id,sample_name,latitude_and_longitude,location,species,data_type,download
CNS0709182,CNP0004049,CNA0061328,GOMC.bin.10460,64.77 S 64.05 W,Southern Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__PZPK01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0709182/
CNS0709410,CNP0004049,CNA0062526,GOMC.bin.10698,75.46 S 169.00 E,Southern Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA9320;g__UBA9320;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0709410/
CNS0704579,CNP0004049,CNA0056209,GOMC.bin.4276,36.23 N 33.90 W,Atlantic Ocean,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SMXS01;f__SMXS01;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704579/
CNS0706737,CNP0004049,CNA0057660,GOMC.bin.7910,19.93 S 146.52 E,Pacific Ocean,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__WTHC01;s__WTHC01 sp011523285,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0706737/
CNS0712119,CNP0004049,CNA0066541,GOMC.bin.13604,34.12 S 151.23 E,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0712119/
CNS0700966,CNP0004049,CNA0055369,GOMC.bin.470,36.61 N 122.62 W,Pacific Ocean,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__BM004;g__BM004;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0700966/
CNS0710890,CNP0004049,CNA0060781,GOMC.bin.12375,35.50 N 121.67 E,Pacific Ocean,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__Pontiellaceae;g__UBA1859;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0710890/
CNS0704183,CNP0004049,CNA0063178,GOMC.bin.3880,9.84 N 104.29 W,Pacific Ocean,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Marinithermaceae;g__Oceanithermus;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704183/
CNS0703234,CNP0004049,CNA0057832,GOMC.bin.2931,27.01 N 110.59 W,Pacific Ocean,d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703234/
CNS0700589,CNP0004049,CNA0054992,GOMC.bin.93,3.80 S 152.10 E,Pacific Ocean,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__Aciduliprofundaceae;g__JAADDK01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0700589/
CNS0716421,CNP0004049,CNA0054715,GOMC.bin.10872,53.99 N 6.89 E,Atlantic Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__QNYL01;s__QNYL01 sp905479625,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0716421/
CNS0714077,CNP0004049,CNA0068480,GOMC.bin.15577,80.96 N 132.18 W,Arctic Ocean,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas paucimobilis,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0714077/
CNS0705420,CNP0004049,CNA0060281,GOMC.bin.5183,37.57 N 122.10 W,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0705420/
CNS0701227,CNP0004049,CNA0055741,GOMC.bin.754,18.38 N 81.80 W,Atlantic Ocean,d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus_B;s__Thermococcus_B paralvinellae_A,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0701227/
CNS0700765,CNP0004049,CNA0055168,GOMC.bin.269,3.73 S 151.67 E,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Marinicellaceae;g__NORP309;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0700765/
CNS0701923,CNP0004049,CNA0058323,GOMC.bin.1460,44.29 N 34.98 E,Atlantic Ocean,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__SOJC01;g__SOJC01;s__SOJC01 sp004376645,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0701923/
CNS0708965,CNP0004049,CNA0060048,GOMC.bin.10187,36.77 N 24.52 E,Atlantic Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Porisulfidales;f__Porisulfidaceae;g__Porisulfidus;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0708965/
CNS0706373,CNP0004049,CNA0065251,GOMC.bin.7546,30.21 N 114.66 W,Pacific Ocean,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__WJKC01;f__;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0706373/
CNS0704143,CNP0004049,CNA0062924,GOMC.bin.3840,21.99 S 176.57 W,Pacific Ocean,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__DUUL01;g__S145-42;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704143/
CNS0703386,CNP0004049,CNA0058590,GOMC.bin.3083,27.01 N 110.60 W,Pacific Ocean,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermofilales;f__;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703386/
CNS0701934,CNP0004049,CNA0058377,GOMC.bin.1471,44.29 N 34.98 E,Atlantic Ocean,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0701934/
CNS0704578,CNP0004049,CNA0056206,GOMC.bin.4275,36.23 N 33.90 W,Atlantic Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-140;f__SZUA-140;g__S012-109;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704578/
CNS0713849,CNP0004049,CNA0068252,GOMC.bin.15349,68.60 S 78.19 E,Southern Ocean,d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__B25-G16;g__M55B121;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713849/
CNS0705197,CNP0004049,CNA0058844,GOMC.bin.4898,46.23 N 123.88 W,Pacific Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0705197/
CNS0703459,CNP0004049,CNA0058975,GOMC.bin.3156,27.01 N 110.60 W,Pacific Ocean,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__4484-232;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703459/
CNS0705350,CNP0004049,CNA0059815,GOMC.bin.5113,32.00 S 115.42 E,Indian Ocean,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__JADHLI01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0705350/
CNS0709038,CNP0004049,CNA0060512,GOMC.bin.10260,28.74 N 88.37 W,Atlantic Ocean,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__Sneathiellaceae;g__Sneathiella;s__Sneathiella sp002163135,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0709038/
CNS0704371,CNP0004049,CNA0064185,GOMC.bin.4068,37.33 N 126.59 E,Pacific Ocean,d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__SM23-39;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704371/
CNS0708369,CNP0004049,CNA0066003,GOMC.bin.9588,41.69 N 71.42 W,Atlantic Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Celerinatantimonadaceae;g__Agarivorans;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0708369/
CNS0702393,CNP0004049,CNA0061107,GOMC.bin.1941,27.01 N 111.41 W,Pacific Ocean,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__VGOG01;f__VGOG01;g__VGOG01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0702393/
CNS0712144,CNP0004049,CNA0066612,GOMC.bin.13629,34.12 S 151.23 E,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Francisellales;f__Francisellaceae;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0712144/
CNS0711692,CNP0004049,CNA0064907,GOMC.bin.13177,53.80 N 128.83 W,Pacific Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA4466;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0711692/
CNS0710117,CNP0004049,CNA0065789,GOMC.bin.11519,50.68 N 3.24 W,Atlantic Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0710117/
CNS0714390,CNP0004049,CNA0068793,GOMC.bin.15890,36.75 N 122.02 W,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__SZUA-1055;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0714390/
CNS0710621,CNP0004049,CNA0059333,GOMC.bin.12023,37.48 N 121.97 W,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__XJ16;f__Halofilaceae;g__Halofilum;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0710621/
CNS0710097,CNP0004049,CNA0065692,GOMC.bin.11499,50.68 N 3.24 W,Atlantic Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0710097/
CNS0709041,CNP0004049,CNA0060528,GOMC.bin.10263,28.74 N 88.37 W,Atlantic Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Ulvibacter;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0709041/
CNS0705669,CNP0004049,CNA0061851,GOMC.bin.5443,77.60 S 161.10 E,Southern Ocean,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__CAJCIY01;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0705669/
CNS0703536,CNP0004049,CNA0059463,GOMC.bin.3233,27.01 N 110.60 W,Pacific Ocean,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__EX4484-135;f__EX4484-135;g__EX4484-135;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703536/
CNS0704582,CNP0004049,CNA0056222,GOMC.bin.4279,36.23 N 33.90 W,Atlantic Ocean,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__GCA-002790365;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704582/
CNS0703939,CNP0004049,CNA0061884,GOMC.bin.3636,27.01 N 111.41 W,Pacific Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1556;g__4572-112;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703939/
CNS0713928,CNP0004049,CNA0068331,GOMC.bin.15428,68.57 S 77.92 E,Southern Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Putridiphycobacter;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713928/
CNS0707472,CNP0004049,CNA0061831,GOMC.bin.8645,9.28 N 79.97 W,Atlantic Ocean,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Henriciella;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707472/
CNS0712396,CNP0004049,CNA0067286,GOMC.bin.13881,48.58 N 123.50 W,Pacific Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2711565;g__JAEINX01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0712396/
CNS0703007,CNP0004049,CNA0056857,GOMC.bin.2555,27.04 N 111.25 W,Pacific Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA1820;g__JADGDT01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703007/
CNS0703819,CNP0004049,CNA0061177,GOMC.bin.3516,36.23 N 33.90 W,Atlantic Ocean,d__Bacteria;p__Patescibacteria;c__ABY1;o__BM507;f__;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703819/
CNS0713386,CNP0004049,CNA0067789,GOMC.bin.14871,41.58 N 70.64 W,Atlantic Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Draconibacterium;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713386/
CNS0712243,CNP0004049,CNA0066887,GOMC.bin.13728,50.05 N 123.82 W,Pacific Ocean,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__SHLN01;g__SHLN01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0712243/
CNS0702938,CNP0004049,CNA0056595,GOMC.bin.2486,27.04 N 111.25 W,Pacific Ocean,d__Bacteria;p__WOR-3;c__WOR-3;o__SM23-42;f__SM23-42;g__4484-100;s__4484-100 sp002049785,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0702938/
CNS0705778,CNP0004049,CNA0062402,GOMC.bin.5552,77.87 S 160.75 E,Southern Ocean,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Frankiaceae;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0705778/
CNS0703105,CNP0004049,CNA0057248,GOMC.bin.2802,27.02 N 111.38 W,Pacific Ocean,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__B46-G15;s__B46-G15 sp003662205,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703105/
CNS0711870,CNP0004049,CNA0065589,GOMC.bin.13355,53.80 N 128.83 W,Pacific Ocean,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0711870/
CNS0712786,CNP0004049,CNA0066763,GOMC.bin.14271,10.62 N 65.17 W,Atlantic Ocean,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA823;g__UBA8106;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0712786/
CNS0701104,CNP0004049,CNA0055507,GOMC.bin.631,45.88 N 129.80 W,Pacific Ocean,d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__JdFR-22;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0701104/
CNS0713588,CNP0004049,CNA0067991,GOMC.bin.15086,65.67 N 7.53 E,Arctic Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Endozoicomonadaceae;g__Kistimonas;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713588/
CNS0702912,CNP0004049,CNA0056517,GOMC.bin.2460,27.04 N 111.25 W,Pacific Ocean,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__UBA7950;f__UBA9294;g__B2-G16;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0702912/
CNS0713611,CNP0004049,CNA0068014,GOMC.bin.15111,72.00 N 0.10 E,Arctic Ocean,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__NIOZ-UU13;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713611/
CNS0712750,CNP0004049,CNA0066660,GOMC.bin.14235,10.62 N 65.17 W,Atlantic Ocean,d__Bacteria;p__Patescibacteria;c__ABY1;o__Magasanikbacterales;f__;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0712750/
CNS0710149,CNP0004049,CNA0065923,GOMC.bin.11551,51.64 N 9.71 W,Atlantic Ocean,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__Algisphaera;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0710149/
CNS0709778,CNP0004049,CNA0064314,GOMC.bin.11176,65.38 N 38.53 W,Arctic Ocean,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__JABFXX01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0709778/
CNS0700950,CNP0004049,CNA0055353,GOMC.bin.454,36.80 N 121.03 W,Pacific Ocean,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__KS3-K002;f__JABDQB01;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0700950/
CNS0713439,CNP0004049,CNA0067842,GOMC.bin.14924,41.58 N 70.64 W,Atlantic Ocean,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SM23-30;g__SM23-30;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713439/
CNS0701387,CNP0004049,CNA0056128,GOMC.bin.918,22.80 N 46.05 W,Atlantic Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__GCA-2746115;s__GCA-2746115 sp002746115,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0701387/
CNS0706787,CNP0004049,CNA0057901,GOMC.bin.7960,8.68 N 84.03 W,Pacific Ocean,d__Archaea;p__Hadarchaeota;c__Hadarchaeia;o__Hadarchaeales;f__Hadarchaeaceae;g__DG-33;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0706787/
CNS0712028,CNP0004049,CNA0066237,GOMC.bin.13513,33.83 S 151.26 E,Pacific Ocean,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Mariniblastus;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0712028/
CNS0712619,CNP0004049,CNA0066177,GOMC.bin.14104,10.62 N 65.17 W,Atlantic Ocean,d__Bacteria;p__Myxococcota_A;c__UBA796;o__UBA9615;f__;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0712619/
CNS0708805,CNP0004049,CNA0059053,GOMC.bin.10027,56.10 N 10.46 E,Atlantic Ocean,d__Bacteria;p__Planctomycetota;c__Brocadiae;o__SM23-32;f__SM23-32;g__SM23-32;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0708805/
CNS0709796,CNP0004049,CNA0064399,GOMC.bin.11194,65.38 N 38.53 W,Arctic Ocean,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia_A;o__UBA1018;f__CAIMNF01;g__CAIMNF01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0709796/
CNS0716562,CNP0004049,CNA0054856,GOMC.bin.12231,45.51 N 13.56 E,Atlantic Ocean,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__MPNP01;s__MPNP01 sp002239085,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0716562/
CNS0708815,CNP0004049,CNA0059119,GOMC.bin.10037,56.10 N 10.46 E,Atlantic Ocean,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__NIOZ-UU13;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0708815/
CNS0705059,CNP0004049,CNA0058083,GOMC.bin.4760,37.31 N 122.00 E,Pacific Ocean,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0705059/
CNS0700614,CNP0004049,CNA0055017,GOMC.bin.118,3.80 S 152.10 E,Pacific Ocean,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__S012-15;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0700614/
CNS0707202,CNP0004049,CNA0060229,GOMC.bin.8375,22.53 N 114.03 E,Indian Ocean,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__UBA985;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707202/
CNS0714574,CNP0004049,CNA0052868,GOMC.bin.16074,36.12 N 123.49 W,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0714574/
CNS0707838,CNP0004049,CNA0063604,GOMC.bin.9011,36.75 N 122.01 W,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__GCA-2724185;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707838/
CNS0709086,CNP0004049,CNA0060779,GOMC.bin.10308,33.79 N 118.67 W,Pacific Ocean,d__Archaea;p__Thermoplasmatota;c__EX4484-6;o__EX4484-6;f__EX4484-6;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0709086/
CNS0711113,CNP0004049,CNA0062042,GOMC.bin.12598,55.08 N 10.24 E,Atlantic Ocean,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__UBA7950;f__UBA9294;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0711113/
CNS0706394,CNP0004049,CNA0065339,GOMC.bin.7567,30.21 N 114.66 W,Pacific Ocean,d__Archaea;p__SpSt-1190;c__SpSt-1190;o__SpSt-1190;f__SpSt-1190;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0706394/
CNS0704128,CNP0004049,CNA0062830,GOMC.bin.3825,21.99 S 176.57 W,Pacific Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__SpSt-205;f__;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704128/
CNS0707850,CNP0004049,CNA0063663,GOMC.bin.9023,36.75 N 122.01 W,Pacific Ocean,d__Bacteria;p__UBA8248;c__UBA8248;o__JACPRG01;f__;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707850/
CNS0710938,CNP0004049,CNA0061040,GOMC.bin.12423,26.05 N 17.46 W,Atlantic Ocean,d__Bacteria;p__Myxococcota_A;c__UBA796;o__UBA796;f__UBA796;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0710938/
CNS0703299,CNP0004049,CNA0058125,GOMC.bin.2996,27.01 N 110.59 W,Pacific Ocean,d__Bacteria;p__Desulfobacterota;c__BSN033;o__B13-G15;f__B13-G15;g__B73-G16;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703299/
CNS0711474,CNP0004049,CNA0063819,GOMC.bin.12959,15.16 S 13.35 W,Atlantic Ocean,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Spiro-10;s__Spiro-10 sp003246765,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0711474/
CNS0707948,CNP0004049,CNA0064175,GOMC.bin.9121,16.13 N 61.77 W,Atlantic Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707948/
CNS0704120,CNP0004049,CNA0062781,GOMC.bin.3817,21.99 S 176.57 W,Pacific Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__WGBN01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704120/
CNS0705144,CNP0004049,CNA0058514,GOMC.bin.4845,48.60 N 123.50 W,Pacific Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA001735715;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0705144/
CNS0703557,CNP0004049,CNA0059587,GOMC.bin.3254,18.21 N 144.71 E,Pacific Ocean,d__Bacteria;p__Aquificota;c__Desulfurobacteriia;o__Desulfurobacteriales;f__;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703557/
CNS0708695,CNP0004049,CNA0058477,GOMC.bin.9917,29.47 N 89.92 W,Atlantic Ocean,d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__MSB-5A5;f__SM1-73;g__CAIVRH01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0708695/
CNS0713474,CNP0004049,CNA0067877,GOMC.bin.14959,41.58 N 70.64 W,Atlantic Ocean,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713474/
CNS0707795,CNP0004049,CNA0063388,GOMC.bin.8968,29.13 N 50.18 E,Indian Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__41T-STBD-0c-01a;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707795/
