sample_id,project_id,assembly_id,sample_name,latitude_and_longitude,location,species,data_type,download
CNS0704144,CNP0004049,CNA0062929,GOMC.bin.3841,21.99 S 176.57 W,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704144/
CNS0710477,CNP0004049,CNA0067142,GOMC.bin.11879,22.30 N 39.10 E,Indian Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA955;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0710477/
CNS0704017,CNP0004049,CNA0062276,GOMC.bin.3714,20.76 S 176.19 W,Pacific Ocean,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA11606;g__VXYK01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704017/
CNS0713825,CNP0004049,CNA0068228,GOMC.bin.15325,68.60 S 78.19 E,Southern Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713825/
CNS0700701,CNP0004049,CNA0055104,GOMC.bin.205,45.93 N 130.01 W,Pacific Ocean,d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geopsychrobacteraceae;g__Desulfuromusa;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0700701/
CNS0704959,CNP0004049,CNA0057568,GOMC.bin.4660,37.57 N 122.10 W,Pacific Ocean,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__B10-G9;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704959/
CNS0708523,CNP0004049,CNA0057619,GOMC.bin.9745,24.55 N 81.41 W,Atlantic Ocean,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__SS1-B-03-39;f__UBA6053;g__UBA6053;s__UBA6053 sp002429065,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0708523/
CNS0705816,CNP0004049,CNA0062586,GOMC.bin.5590,70.55 N 122.91 W,Arctic Ocean,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__UBA60;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0705816/
CNS0713181,CNP0004049,CNA0067584,GOMC.bin.14666,70.66 N 123.00 W,Arctic Ocean,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__SMWR01;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713181/
CNS0706178,CNP0004049,CNA0064345,GOMC.bin.7284,33.83 S 151.26 E,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Litorimonas;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0706178/
CNS0710414,CNP0004049,CNA0066943,GOMC.bin.11816,81.02 N 81.58 W,Arctic Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA955;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0710414/
CNS0712242,CNP0004049,CNA0066883,GOMC.bin.13727,50.05 N 123.82 W,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__GCA-002729875;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0712242/
CNS0703027,CNP0004049,CNA0056938,GOMC.bin.2724,27.02 N 111.38 W,Pacific Ocean,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermofilales;f__B20-G17;g__B14-G17;s__B14-G17 sp003649515,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703027/
CNS0713312,CNP0004049,CNA0067715,GOMC.bin.14797,41.58 N 70.64 W,Atlantic Ocean,d__Bacteria;p__;c__;o__;f__;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713312/
CNS0709993,CNP0004049,CNA0065257,GOMC.bin.11393,15.16 S 13.35 W,Atlantic Ocean,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0709993/
CNS0703328,CNP0004049,CNA0058274,GOMC.bin.3025,27.01 N 110.59 W,Pacific Ocean,d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Thermodesulforhabdaceae;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703328/
CNS0704609,CNP0004049,CNA0056306,GOMC.bin.4306,27.01 N 110.59 W,Pacific Ocean,d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__ANME-1;f__ANME-1;g__QENJ01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704609/
CNS0702422,CNP0004049,CNA0061266,GOMC.bin.1970,27.01 N 111.41 W,Pacific Ocean,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__B63;s__B63 sp001593845,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0702422/
CNS0711312,CNP0004049,CNA0062999,GOMC.bin.12797,38.15 N 121.69 W,Pacific Ocean,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoluna;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0711312/
CNS0702459,CNP0004049,CNA0061485,GOMC.bin.2007,27.02 N 111.40 W,Pacific Ocean,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__UBA4427;g__JAZXM01;s__JAZXM01 sp012959665,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0702459/
CNS0704309,CNP0004049,CNA0063881,GOMC.bin.4006,37.29 N 32.28 W,Atlantic Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704309/
CNS0704508,CNP0004049,CNA0055985,GOMC.bin.4205,47.57 N 129.59 W,Pacific Ocean,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__DRMV01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704508/
CNS0713940,CNP0004049,CNA0068343,GOMC.bin.15440,68.56 S 77.90 E,Southern Ocean,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1100;g__JACNJL01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713940/
CNS0713180,CNP0004049,CNA0067583,GOMC.bin.14665,50.05 N 123.82 W,Pacific Ocean,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__M0029;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713180/
CNS0713087,CNP0004049,CNA0067490,GOMC.bin.14572,31.67 N 64.17 W,Atlantic Ocean,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713087/
CNS0701202,CNP0004049,CNA0055690,GOMC.bin.729,18.37 N 81.80 W,Atlantic Ocean,d__Bacteria;p__Desulfobacterota;c__DTXE01;o__DTXE01;f__DTXE01;g__DTXE01;s__DTXE01 sp012962595,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0701202/
CNS0716295,CNP0004049,CNA0054589,GOMC.bin.9455,34.39 N 119.85 W,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__UBA2780;g__UBA2780;s__UBA2780 sp002352345,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0716295/
CNS0705649,CNP0004049,CNA0061763,GOMC.bin.5423,34.10 N 118.29 W,Pacific Ocean,d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Halodesulfovibrio;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0705649/
CNS0704739,CNP0004049,CNA0056675,GOMC.bin.4436,1.34 N 103.75 E,Indian Ocean,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae_A;g__UBA11371;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704739/
CNS0707227,CNP0004049,CNA0060379,GOMC.bin.8400,22.53 N 114.03 E,Indian Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707227/
CNS0707549,CNP0004049,CNA0062203,GOMC.bin.8722,29.27 N 94.81 W,Atlantic Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707549/
CNS0714598,CNP0004049,CNA0052892,GOMC.bin.16098,40.46 N 0.48 E,Atlantic Ocean,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Phormidesmis;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0714598/
CNS0700688,CNP0004049,CNA0055091,GOMC.bin.192,45.93 N 129.98 W,Pacific Ocean,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__WGAL01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0700688/
CNS0707767,CNP0004049,CNA0063265,GOMC.bin.8940,29.13 N 50.18 E,Indian Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Marinobacterium;s__Marinobacterium sp018623095,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707767/
CNS0706674,CNP0004049,CNA0057379,GOMC.bin.7847,20.33 N 107.00 W,Pacific Ocean,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__JACQNA01;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0706674/
CNS0714156,CNP0004049,CNA0068559,GOMC.bin.15656,74.69 N 146.66 W,Arctic Ocean,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__S139-18;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0714156/
CNS0701357,CNP0004049,CNA0056030,GOMC.bin.888,47.76 N 127.76 W,Pacific Ocean,d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_A;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0701357/
CNS0702085,CNP0004049,CNA0059263,GOMC.bin.1622,34.86 S 179.06 E,Pacific Ocean,d__Bacteria;p__WOR-3;c__Hydrothermia;o__LBFQ01;f__LBFQ01;g__JAADCS01;s__JAADCS01 sp015490465,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0702085/
CNS0701183,CNP0004049,CNA0055644,GOMC.bin.710,18.37 N 81.80 W,Atlantic Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0701183/
CNS0713427,CNP0004049,CNA0067830,GOMC.bin.14912,41.58 N 70.64 W,Atlantic Ocean,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__UBA7950;f__UBA9294;g__RXOA01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713427/
CNS0714342,CNP0004049,CNA0068745,GOMC.bin.15842,36.75 N 122.02 W,Pacific Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0714342/
CNS0706049,CNP0004049,CNA0063730,GOMC.bin.7121,42.60 S 148.23 E,Pacific Ocean,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0706049/
CNS0711313,CNP0004049,CNA0063004,GOMC.bin.12798,38.15 N 121.69 W,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__Rhizomicrobium sp903837555,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0711313/
CNS0709436,CNP0004049,CNA0062677,GOMC.bin.10724,16.52 N 107.14 W,Pacific Ocean,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0709436/
CNS0706256,CNP0004049,CNA0064762,GOMC.bin.7429,38.03 N 141.08 E,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Limibaculum;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0706256/
